id,word,pronunciation_arpabet,primary_part_of_speech,primary_definition,synonyms,examples,source_list_count,priority_tier,source,ranking_source_url,verified_on
"vocab-1226","refulgent","","adjective","radiating or as if radiating light","[""beaming"",""beamy"",""effulgent"",""radiant""]","[""the beaming sun"",""the effulgent daffodils"",""a radiant sunrise"",""a refulgent sunset""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1227","reiterate","R IY0 IH1 T ER0 EY2 T","verb","to say, state, or perform again","[""repeat"",""ingeminate"",""iterate"",""restate"",""retell""]","[""She kept reiterating her request""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1228","rejoinder","R IH0 JH OY1 N D ER0","noun","(law) a pleading made by a defendant in response to the plaintiff's replication  ","[""retort"",""return"",""riposte"",""replication"",""comeback"",""counter""]","[""it brought a sharp rejoinder from the teacher""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1229","relent","R IH0 L EH1 N T","verb","give in, as to influence or pressure  ","[""yield"",""soften""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1230","relinquish","R IH0 L IH1 NG K W IH0 SH","verb","release, as from one's grip","[""let go of"",""let go"",""release"",""foreswear"",""renounce"",""quit"",""waive"",""forgo"",""forego"",""dispense with""]","[""Let go of the door handle, please!"",""relinquish your grip on the rope--you won't fall"",""give up"",""I am foreswearing women forever""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1231","rend","","verb","tear or be torn violently","[""rip"",""rive"",""pull""]","[""The curtain ripped from top to bottom"",""pull the cooked chicken into strips""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1232","render","R EH1 N D ER0","verb","coat with plastic or cement","[""return"",""submit""]","[""render the brick walls in the den"",""render money"",""They had to render the estate""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1233","renounce","R IH0 N AW1 N S","verb","cast off","[""disown"",""repudiate"",""foreswear"",""quit"",""relinquish"",""vacate"",""resign"",""give up""]","[""She renounced her husband"",""The parents repudiated their son"",""give up"",""I am foreswearing women forever""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1234","repast","","noun","the food served and eaten at one time  ","[""meal""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1235","repeal","R IH0 P IY1 L","verb","cancel officially","[""revoke"",""annul"",""lift"",""countermand"",""reverse"",""overturn"",""rescind"",""vacate"",""abrogation"",""annulment""]","[""He revoked the ban on smoking"",""lift an embargo"",""vacate a death sentence"",""an official or legal cancellation""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1236","repertoire","R EH1 P ER0 T W AA2 R","noun","a collection of works (plays, songs, operas, ballets) that an artist or company can perform and do perform for short intervals on a regular schedule  ","[""repertory""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1237","repine","","verb","express discontent  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1238","repose","R IY0 P OW1 Z","verb","to put something (eg trust) in something","[]","[""The nation reposed its confidence in the King"",""Mao reposes in his mausoleum"",""These philosophers reposed the law in the people""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1239","reprisal","R IY0 P R AY1 Z AH0 L","noun","a retaliatory action against an enemy in wartime  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1240","resolve","R IY0 Z AA1 L V","verb","find the solution","[""solve""]","[""solve an equation"",""solve for x"",""can this image be resolved?""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1241","resurgent","R IH0 S ER1 JH AH0 N T","adjective","rising again as to new life and vigor","[""renascent""]","[""resurgent nationalism""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1242","retinue","R EH1 T AH0 N UW2","noun","the group following and attending to some important person  ","[""cortege"",""suite"",""entourage""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1243","retort","R IY1 T AO2 R T","verb","answer back  ","[""come back"",""repay"",""return"",""riposte"",""rejoin""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1244","retrench","R IY0 T R EH1 N CH","verb","make a reduction, as in one's workforce","[]","[""The company had to retrench"",""use resources carefully""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1245","retrospective","R EH2 T R AH0 S P EH1 K T IH0 V","adjective","concerned with or related to the past","[]","[""retrospective self-justification""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1246","rife","R AY1 F","adjective","excessively abundant  ","[""overabundant"",""plethoric"",""prevailing"",""prevalent"",""predominant"",""dominant""]","[""prevailing winds""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1247","rococo","R AH0 K OW1 K OW2","adjective","having excessive asymmetrical ornamentation","[]","[""an exquisite gilded rococo mirror""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1248","sage","S EY1 JH","adjective","of the grey-green color of sage leaves  ","[""sage-green"",""salvia""]","[""a cosmopolitan herb""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1249","sartorial","S AA0 R T AO1 R IY0 AH0 L","adjective","of or relating to a tailor or to tailoring  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1250","saturate","S AE1 CH ER0 EY2 T","verb","cause (a chemical compound, vapour, solution, magnetic material) to unite with the greatest possible amount of another substance  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1251","savant","S AH0 V AA1 N T","noun","someone who has been admitted to membership in a scholarly field  ","[""initiate"",""learned person"",""pundit""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1252","scabbard","S K AE1 B ER0 D","noun","a sheath for a sword or dagger or bayonet  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1253","scintilla","S IH0 N T IH1 L AH0","noun","a sparkling glittering particle  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1254","sedition","S IH0 D IH1 SH AH0 N","noun","an illegal action inciting resistance to lawful authority and tending to cause the disruption or overthrow of the government  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1255","sententious","","adjective","abounding in or given to pompous or aphoristic moralizing","[]","[""too often the significant episode deteriorates into sententious conversation- Kathleen Barnes""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1256","sentimental","S EH2 N T AH0 M EH1 N T AH0 L","adjective","given to or marked by sentiment or sentimentality  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1257","sentinel","S EH1 N T AH0 N AH0 L","noun","a person employed to keep watch for some anticipated event  ","[""lookout"",""lookout man"",""sentry"",""watch"",""spotter"",""scout"",""picket""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1258","serendipity","S EH2 R AH0 N D IH1 P IH0 T IY0","noun","good luck in making unexpected and fortunate discoveries  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1259","skittish","S K IH1 T IH0 SH","adjective","unpredictably excitable (especially of horses)  ","[""flighty"",""spooky"",""nervous""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1260","slake","","verb","make less active or intense  ","[""abate"",""slack""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1261","slew","S L UW1","verb","move obliquely or sideways, usually in an uncontrolled manner","[""skid"",""slip"",""slue"",""slide"",""swerve"",""sheer"",""curve"",""trend"",""veer"",""cut""]","[""the wheels skidded against the sidewalk"",""change direction abruptly"",""The car cut to the left at the intersection"",""The motorbike veered to the right""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1262","smug","S M AH1 G","adjective","marked by excessive complacency or self-satisfaction","[""self-satisfied""]","[""a smug glow of self-congratulation""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1263","snub","S N AH1 B","adjective","unusually short","[""cut"",""cold shoulder""]","[""a snub nose"",""the snub was clearly intentional""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1264","somber","S AA1 M B ER0","adjective","grave or even gloomy in character","[""sombre"",""melancholy""]","[""solemn and mournful music"",""a suit of somber black"",""a somber mood""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1265","somnolent","S AA1 M N AH0 L AH0 N T","adjective","inclined to or marked by drowsiness","[""slumberous"",""slumbery"",""slumbrous""]","[""slumberous (or slumbrous) eyes"",""`slumbery' is archaic"",""the sound had a somnolent effect""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1266","sonorous","S AA1 N ER0 AH0 S","adjective","full and loud and deep","[""heavy""]","[""heavy sounds"",""a herald chosen for his sonorous voice""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1267","sophistry","S AO1 F IH0 S T R IY2","noun","a deliberately invalid argument displaying ingenuity in reasoning in the hope of deceiving someone  ","[""sophism"",""sophistication""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1268","sound","S AW1 N D","adjective","complete","[]","[""thorough"",""politicians have no sound grasp of technology issues"",""he has a sound understanding of the law"",""a man of sound character""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
